infizierte,infizierte-trend,gesamt-geheilte,gesamt-geheilte-trend,todesfälle,todesfälle-trend
4876,https://interaktiv.kleinezeitung.at/wp-content/uploads/2020/01/trend-steady.svg,9,https://interaktiv.kleinezeitung.at/wp-content/uploads/2020/01/trend-steady.svg,28,https://interaktiv.kleinezeitung.at/wp-content/uploads/2020/01/trend-steady.svg
