Land,infizierte,infizierte-trend,gesamt-geheilte,gesamt-geheilte-trend,neue-fälle,neue-fälle-trend,todesfälle,todesfälle-trend,testungen,testungen-trend,geheilte,geheilte-trend
Österreich,1100,https://interaktiv.kleinezeitung.at/wp-content/uploads/2020/01/trend-up.svg,8,https://interaktiv.kleinezeitung.at/wp-content/uploads/2020/01/trend-down.svg,206,https://interaktiv.kleinezeitung.at/wp-content/uploads/2020/01/trend-up.svg,1,https://interaktiv.kleinezeitung.at/wp-content/uploads/2020/01/trend-up.svg,2500,https://interaktiv.kleinezeitung.at/wp-content/uploads/2020/01/trend-steady.svg,2,https://interaktiv.kleinezeitung.at/wp-content/uploads/2020/01/trend-steady.svg
