Tag,neue-fälle,neue-fälle-trend,todesfälle,todesfälle-trend,testungen,testungen-trend,geheilte,geheilte-trend
9,4264,https://interaktiv.kleinezeitung.at/wp-content/uploads/2020/01/trend-steady.svg,29,https://interaktiv.kleinezeitung.at/wp-content/uploads/2020/01/trend-steady.svg,23917,https://interaktiv.kleinezeitung.at/wp-content/uploads/2020/01/trend-steady.svg,3,https://interaktiv.kleinezeitung.at/wp-content/uploads/2020/01/trend-steady.svg
