0,Name,Bestätigte Fälle,Geheilte,Todesfälle
"{""type"":""Polygon"",""coordinates"":[[[13.801926313338557,46.9515732267686],[13.785429956062647,46.94429481523506],[13.772503550644952,46.97752606122732],[13.699971212552787,47.00373416925072],[13.687294263033758,47.040272331049636],[13.638386780619035,47.05595615645852],[13.594973907722657,47.05642034540644],[13.428297990515672,47.08184101052377],[13.407077873311675,47.06971440962606],[13.35523438896101,47.09757401910119],[13.278019992673432,47.095622765572124],[13.240083187844244,47.071998940770634],[13.248823483572613,47.05104360662486],[13.081009137784807,47.02727945325202],[13.07369289080536,47.01388016337656],[13.00375436875033,47.04434602504736],[12.986013308316,47.036076630230546],[12.953662134783846,47.049733150953976],[12.938188217379329,47.07664981745189],[12.82092307148572,47.09815035813142],[12.739481428690597,47.10080555350925],[12.731529490464828,47.13148583480726],[12.666759914417947,47.12332832597829],[12.65745397307417,47.10000921350448],[12.592847941925221,47.12536941093126],[12.566984859954406,47.13652421216914],[12.484119551631274,47.15834918723919],[12.466152733668684,47.14485684341726],[12.400109764448992,47.15330715375048],[12.363857456172411,47.14188976330796],[12.346194507937303,47.10977199925601],[12.284347357622847,47.09305169352613],[12.2413077362019,47.0696691922961],[12.186515987650695,47.09265121173166],[12.136563065537015,47.08117287622881],[12.111218527367994,47.14016156715887],[12.093816076542643,47.1465666351483],[12.083339038812811,47.19623913868105],[12.11063890288777,47.240914107737495],[12.079128713460088,47.2757098105495],[12.11510611639261,47.30697630226541],[12.165190652009544,47.302070968153764],[12.219555502585873,47.31166016632244],[12.255274248068567,47.308492575787355],[12.26469680402087,47.302737958499804],[12.29709225105455,47.32861896847839],[12.335847195220238,47.32904595217747],[12.375184632032676,47.31183380366383],[12.442477739583595,47.32913818060849],[12.47892794361953,47.32691804673216],[12.495824472606328,47.337934519244136],[12.479584754081941,47.3687592659282],[12.506709801887519,47.39466054702915],[12.545923383219147,47.39857129096823],[12.579239110558524,47.39302595470468],[12.625210119948115,47.42304578369214],[12.632932295917886,47.43262662016478],[12.645334360914383,47.4687230957063],[12.700242570693662,47.478420972040745],[12.66577856852797,47.506608310620834],[12.654781132911396,47.537313628251376],[12.628812166063684,47.55009203074107],[12.65419857029272,47.588577333129926],[12.575169718579502,47.60554298174406],[12.575671173996357,47.63287248306274],[12.604048268307398,47.6727760926551],[12.666747110925177,47.681601063825426],[12.732530077407366,47.68022936053186],[12.790371955841358,47.63377118966573],[12.791999191759652,47.5989133343212],[12.779924021425268,47.57982895908442],[12.787027432090216,47.568563402594556],[12.885148399969717,47.513288790813],[12.932607417682904,47.48827956766036],[13.001745255855564,47.46453514202381],[13.018562641476427,47.47520229379683],[13.048343414707134,47.492694050746024],[13.0467571299856,47.52103158439202],[13.0324017161556,47.536062297843735],[13.0722176114832,47.59043485415212],[13.09866405774121,47.63425768730817],[13.079347346225909,47.6885093165718],[13.046655715833205,47.71324964441585],[12.987904494495814,47.70796442547316],[12.933877104345207,47.710099552182726],[12.905272200343756,47.728014132595106],[12.944168907125688,47.76346628617512],[12.939950086076395,47.7852614695968],[12.98978532484958,47.832534232796654],[13.002108047430244,47.85496420908995],[12.988315477810907,47.86976329232058],[12.96717386706399,47.9012416846387],[12.93997721548016,47.93723917877469],[12.921401420928925,47.95146611060857],[12.871820993962052,47.967020188293056],[12.86088959690731,47.99723089391568],[12.890672123907757,47.99150922151449],[12.938794024086247,48.03655378472327],[12.940234149971177,48.036994092995705],[12.99033983971967,48.028428310448234],[13.01303093487179,48.03710160969214],[13.0477425732328,48.03795347378263],[13.047942372223341,48.02784954404842],[13.058399902054074,48.0138781323072],[13.103509611940929,47.99814389805751],[13.104679932443288,47.9973348993728],[13.124995546580353,47.99676404709405],[13.145922802944359,47.97492426122499],[13.199432981972263,47.97475031105499],[13.210633201710504,47.97952053508733],[13.213462576661653,47.98304537035671],[13.30470126151509,48.00844773145437],[13.372433816964902,47.97255316137185],[13.363899067124235,47.944650609719325],[13.359317945365092,47.94032978871332],[13.308305386852295,47.964587650616565],[13.281051844447191,47.955287621129074],[13.281888759941667,47.90520221504385],[13.270871494943625,47.891993523241105],[13.293889782637898,47.86432091652677],[13.287164601314913,47.83077934971909],[13.312964897658228,47.81338362346725],[13.351724651095312,47.81049488687009],[13.398849442188165,47.79844364754232],[13.451191675078974,47.80429341887363],[13.491362176743541,47.78972824335878],[13.530261084681209,47.79757025282514],[13.536170688480274,47.77668107103932],[13.466056518915638,47.78669928819231],[13.437044064399783,47.73909342348027],[13.477370979698803,47.72473125857403],[13.551652205865423,47.71465205581413],[13.51772234921809,47.67606585346152],[13.490632581940691,47.63085555988478],[13.521053258892575,47.62370726910291],[13.506033490577202,47.5825112248718],[13.482039721354713,47.562245689143815],[13.477502477804828,47.53083284465746],[13.516932398814733,47.497016419942995],[13.58643460518265,47.47530669240729],[13.593441625432567,47.46155748983778],[13.564894484649722,47.4185699882216],[13.565432474261243,47.4176703022323],[13.565318583402352,47.41718973057866],[13.57306408464016,47.39359936234706],[13.604298441617575,47.330176404660676],[13.608348897975546,47.28404782593422],[13.696593391016176,47.26056487396344],[13.712637994644696,47.259979708655045],[13.761420728666591,47.266747734768266],[13.826133245704607,47.293680362447944],[13.824408978168938,47.26748574395234],[13.86497429614836,47.25264121720441],[13.865537945400298,47.220403754696314],[13.89702880128733,47.187711265358416],[13.897338641709347,47.18761101036128],[13.897404562343882,47.187581649621606],[13.897266900362307,47.187279009756885],[13.943547551438872,47.16685354493523],[13.962721603127395,47.15811243095302],[13.962880186881707,47.15806109117247],[13.963012447954492,47.157925007907316],[13.963097717926296,47.15774143850479],[13.993706352989351,47.14269611848338],[13.988621040645056,47.12755590298655],[13.944567920682557,47.13702331456309],[13.879695833393724,47.1010115025522],[13.879204359999928,47.10081918849729],[13.879341138487497,47.100200419348184],[13.906809642434151,47.07108804618045],[13.906940916465537,47.071046874626354],[13.864524532800607,47.02003599569461],[13.86543482293839,46.996633591419254],[13.801926313338557,46.9515732267686]]]}",Salzburg,39,0,0
"{""type"":""MultiPolygon"",""coordinates"":[[[[12.71233012533157,46.73610222670111],[12.711506966621174,46.70547477003055],[12.687289165693864,46.686651136614145],[12.691232045355415,46.657410894876925],[12.631625940132983,46.66183102423462],[12.551821831941057,46.6592016818245],[12.51658024245422,46.67904994315625],[12.480465736997035,46.67770198216768],[12.427601018191798,46.699541651906166],[12.384616493797905,46.71679024595166],[12.357989818873376,46.775431097099634],[12.309518102906122,46.78545457535949],[12.283477359540774,46.81540837675979],[12.3064550534329,46.83370938839],[12.292403018780087,46.865668961217814],[12.267235590098487,46.88770735147171],[12.211599701312783,46.8780889439135],[12.168900331801739,46.93877223303666],[12.138808698059078,46.95695960266577],[12.12517836150055,47.01231335038998],[12.147958404760887,47.025398308757374],[12.205425238526889,47.02747342957992],[12.2413077362019,47.0696691922961],[12.284347357622847,47.09305169352613],[12.346194507937303,47.10977199925601],[12.363857456172411,47.14188976330796],[12.400109764448992,47.15330715375048],[12.466152733668684,47.14485684341726],[12.484119551631274,47.15834918723919],[12.566984859954406,47.13652421216914],[12.592847941925221,47.12536941093126],[12.65745397307417,47.10000921350448],[12.701908498451656,47.071068580611545],[12.711139270753687,47.048918029984094],[12.766556564846313,47.04491082791749],[12.725259034839011,46.996264019621535],[12.741707034637624,46.96946262444202],[12.760195755530342,46.957083123434316],[12.787035542028026,46.940031615688454],[12.794301186939792,46.92694926273792],[12.809081266709512,46.92306590509986],[12.822457903988065,46.917282816401574],[12.837688794160522,46.912955017440304],[12.841788233961834,46.86143803590054],[12.896233736030906,46.82625951182353],[12.906100465535685,46.82308241873304],[12.907751826000329,46.82312509676053],[12.964130115063137,46.799096280170424],[12.932063228622303,46.7644869313064],[12.90001757068092,46.777294257683835],[12.857469906345388,46.7606156930797],[12.84184899894473,46.74978166169015],[12.81053552137355,46.75673020780315],[12.796437287251893,46.75578785946756],[12.748810713047153,46.74789735360012],[12.71233012533157,46.73610222670111]]],[[[10.241980285294451,46.93217732894803],[10.227899641813437,46.890750436154725],[10.193956014262476,46.86698589107714],[10.145238297465273,46.85154440908232],[10.098482025389323,46.92790298768985],[10.120952902444445,46.938453812219635],[10.160079518251028,46.98430100505883],[10.13482169360016,47.02990924032105],[10.157194869214969,47.049433034931056],[10.133819068224204,47.078450940454225],[10.145164588038519,47.09750224697372],[10.213285659938029,47.158150684308964],[10.211710316078646,47.17190166511134],[10.19804032366062,47.237160867675584],[10.178645536465902,47.27069713351929],[10.266288710510471,47.28865505761867],[10.349121173422844,47.318092955882655],[10.397866386018235,47.377468770562636],[10.43710297734825,47.38095220101573],[10.438888196973068,47.41413523565365],[10.47056288397036,47.44912655714745],[10.46410828436005,47.48334052195614],[10.436071739417454,47.49596874916789],[10.454784740316963,47.55640439936932],[10.48926620896677,47.5410105861958],[10.498125945227343,47.53970871906523],[10.524892888428457,47.53577098798303],[10.563211142127875,47.5366620172033],[10.598325336185692,47.57034681895233],[10.678389060117482,47.55683957470178],[10.74076778515145,47.539131028222776],[10.764152619075006,47.520193523854246],[10.890757101490792,47.53788257981571],[10.906011266596712,47.5180584268021],[10.870541717765175,47.49827175467401],[10.886938386756519,47.480751008143784],[10.932891523647697,47.46861854793737],[10.984026803957901,47.43059731647898],[10.991611389241365,47.39670544454503],[11.0167542557938,47.39684246018629],[11.016915960190385,47.396942667282126],[11.055795467927698,47.396539431679486],[11.115875484356785,47.39618258214456],[11.128464478106839,47.41277450416303],[11.205927770519644,47.43446577874034],[11.253858886540831,47.42880738143148],[11.222750281958714,47.39791652873831],[11.272980984456606,47.39854030142633],[11.291466350103867,47.42763457002732],[11.33903157850868,47.450482410122085],[11.421901414815803,47.44542085366811],[11.389752612795546,47.48105002183417],[11.449805081029115,47.50780643545905],[11.506146850040585,47.50529945744629],[11.572906336045786,47.51507816567545],[11.601158293489947,47.56843601122859],[11.658716174606214,47.584703005235085],[11.775597820347802,47.59098023991378],[11.847900005158875,47.582879654056136],[11.894838448795815,47.60902270896207],[12.013323046450049,47.62377412192691],[12.082923499055312,47.61031407421784],[12.150031861916291,47.60920679282319],[12.17872636069677,47.601455193564554],[12.208723546712168,47.614612654664974],[12.199006350197449,47.642710372726214],[12.187436709391607,47.6579028465887],[12.167900236194686,47.68295575427454],[12.184063131885566,47.70106441314715],[12.265584277403327,47.733097239424495],[12.243749205764606,47.692245798588196],[12.257777731453256,47.67967269232219],[12.327734852169892,47.69594012802555],[12.34060577183242,47.690936631533766],[12.364232391199314,47.68441407004623],[12.429743925513383,47.69693505620811],[12.441826884241449,47.67457523030462],[12.499803947629108,47.62565664235962],[12.525876733696249,47.63130774640288],[12.575671173996357,47.63287248306274],[12.575169718579502,47.60554298174406],[12.65419857029272,47.588577333129926],[12.628812166063684,47.55009203074107],[12.654781132911396,47.537313628251376],[12.66577856852797,47.506608310620834],[12.700242570693662,47.478420972040745],[12.645334360914383,47.4687230957063],[12.632932295917886,47.43262662016478],[12.625210119948115,47.42304578369214],[12.579239110558524,47.39302595470468],[12.545923383219147,47.39857129096823],[12.506709801887519,47.39466054702915],[12.479584754081941,47.3687592659282],[12.495824472606328,47.337934519244136],[12.47892794361953,47.32691804673216],[12.442477739583595,47.32913818060849],[12.375184632032676,47.31183380366383],[12.335847195220238,47.32904595217747],[12.29709225105455,47.32861896847839],[12.26469680402087,47.302737958499804],[12.255274248068567,47.308492575787355],[12.219555502585873,47.31166016632244],[12.165190652009544,47.302070968153764],[12.11510611639261,47.30697630226541],[12.079128713460088,47.2757098105495],[12.11063890288777,47.240914107737495],[12.083339038812811,47.19623913868105],[12.093816076542643,47.1465666351483],[12.111218527367994,47.14016156715887],[12.136563065537015,47.08117287622881],[12.020475238341728,47.047572324491135],[11.979651686320127,47.05050720828133],[11.916090137410873,47.033000081583275],[11.874554256575438,47.01058333656705],[11.76481966779182,46.973253225085976],[11.728256335527325,46.97283156363662],[11.711939116687471,46.99373968300861],[11.66487129311696,46.99244481043923],[11.627675188138149,47.01381147429843],[11.590371019069972,47.00590740705047],[11.538988578346366,46.9845920464538],[11.47922227755506,47.01149476223324],[11.435326460860034,46.97460685418696],[11.401963288571936,46.96548911047263],[11.359528769857267,46.99071530500912],[11.320934047077396,46.99289022413572],[11.249707313919119,46.97469818954958],[11.164690689459643,46.96624245643064],[11.168525091453635,46.945558943574845],[11.115795924779087,46.93200519054684],[11.10209988836441,46.8904009535611],[11.072278648164861,46.856511119649376],[11.083816711816244,46.823034895659276],[11.039751230974153,46.80559384679806],[11.022356313239067,46.766407635614776],[10.918466048454182,46.775480640103936],[10.883307386795172,46.763350157356136],[10.796274063665109,46.79182505870161],[10.73042891089278,46.78895390566651],[10.764192634454355,46.82314322643978],[10.693373972099304,46.85342456116286],[10.667704887958017,46.876013835628775],[10.624611924778893,46.864931096001854],[10.570828059279034,46.84292594415854],[10.46996267298997,46.855441237422134],[10.465006260894977,46.88481176200086],[10.489666046811994,46.938326169306436],[10.457069352258852,46.95194671808583],[10.389623503508352,47.00107044307413],[10.349278533031294,46.99115733402216],[10.309658609326211,46.95074821813034],[10.317283517724988,46.926474189561546],[10.241980285294451,46.93217732894803]]],[[[10.454784740316963,47.55640439936932],[10.4335823686779,47.570126062553065],[10.462594483590516,47.58632080660947],[10.473692893937676,47.571750097842475],[10.454784740316963,47.55640439936932]]]]}",Tirol,254,2,0
"{""type"":""Polygon"",""coordinates"":[[[16.06678069176434,46.85024713809595],[15.997286839811482,46.83575189334536],[16.003733506370054,46.84724756473163],[16.024484607831496,46.888287130351735],[16.03645815371421,46.89322253865726],[16.055112530211147,46.91073541274529],[16.095863216016685,46.934706154572254],[16.09647318748098,46.95439740236769],[16.10882514795755,46.96569165715076],[16.122797706919112,46.991033625037204],[16.155612859502217,46.99118038671128],[16.1466782318192,47.00017165604247],[16.131808854757168,47.01249545389773],[16.099443915616142,47.06144298135763],[16.087658233709114,47.08821475263853],[16.09587721655735,47.11258253922575],[16.116113224442298,47.13357524446511],[16.110376439903597,47.16717422393531],[16.1036729064834,47.18404808769572],[16.092587242563717,47.19885575126069],[16.09389190372797,47.200303310663514],[16.0876095236132,47.23394446775257],[16.077360781534356,47.272029102490826],[16.075824654328652,47.27508898326515],[16.05954515117926,47.31052991304728],[16.060613373182843,47.31509876067745],[16.03559880144527,47.35602079569435],[16.031311541646083,47.37181756540317],[16.03513771155023,47.372609388581374],[16.031207824176057,47.37970597478303],[16.059853481707254,47.38422251850425],[16.06151868444872,47.384654579231224],[16.0852164211781,47.40957328984144],[16.117119297725143,47.414550435795896],[16.11717091242029,47.414448147583876],[16.11725178382822,47.414287844703225],[16.14280344200388,47.4179271354864],[16.166156359074826,47.42116327177202],[16.172886654147526,47.422815558741206],[16.20813918565573,47.425061662269506],[16.254293485122595,47.44850965393688],[16.282215386075524,47.45554843810961],[16.321962375015627,47.494129762521254],[16.340833658062486,47.516596893355015],[16.317361386201334,47.54275631104358],[16.314868350429926,47.54313706901066],[16.314308548351796,47.56577283985603],[16.33214677129723,47.58995902128921],[16.345513822736986,47.60323045272716],[16.373663039060315,47.64292015292044],[16.357854029490802,47.67996976703736],[16.32492060617306,47.683765068682256],[16.310194767394016,47.68761613714829],[16.310270995806697,47.69585463338358],[16.296207172109245,47.71575745872823],[16.296792916501126,47.74273567084454],[16.30050171372142,47.76163540806019],[16.29954764188464,47.762180748796006],[16.26990582983384,47.79153141325888],[16.287054333094485,47.81191497091851],[16.316783876087396,47.78504548648747],[16.355927486776668,47.821168011549574],[16.363528014773575,47.82371082539523],[16.378363345157684,47.82777632553025],[16.37568267098629,47.85294565849879],[16.349159710733165,47.86860779740351],[16.38378533354836,47.876745671240194],[16.390073086402186,47.88206274966688],[16.42399235797815,47.902390028815525],[16.45355117337773,47.93472934538395],[16.519880338912994,47.94403446695838],[16.54224643325957,47.920135326869],[16.575216093039387,47.88673001222014],[16.58149039670041,47.889066223260116],[16.598523268949155,47.90434950282414],[16.609565164518067,47.912812631723035],[16.633298143923398,47.933867149314686],[16.633108301744457,47.934252798709586],[16.6410092269411,47.94640273171334],[16.666418064279704,47.957530936910004],[16.702415028077258,47.97426803846587],[16.703333749597615,48.01211800144924],[16.76164641758894,48.01437369850825],[16.826473741745573,48.02961310632213],[16.82941392948715,48.02962208085997],[16.87559081145808,48.072628477029504],[16.905543820823528,48.07148113884961],[16.91647862810002,48.05716935601403],[16.970253194865474,48.02666016297122],[16.995013966576437,48.04592442782684],[17.017576057228673,48.07398297729012],[17.000042295851486,48.084593508597116],[16.97236095072529,48.10103891283572],[16.987826064315257,48.111876858361576],[16.99913952231395,48.10955362306615],[17.00842227895234,48.09192678271507],[17.06803248727749,48.11914731837325],[17.094000580533788,48.1001085124411],[17.07144926976008,48.057470452820844],[17.076911746284914,48.02800539864876],[17.111343866309962,48.03168689693723],[17.161935298926956,48.006984757103126],[17.09594500679954,47.97131918360375],[17.118271003007614,47.96134913030367],[17.113969847424627,47.9278015017433],[17.07907325714137,47.87798429986375],[17.01121375335866,47.85879077699617],[17.048179489425237,47.82878440880883],[17.07306981925714,47.80864334270468],[17.06508695661124,47.77820318448944],[17.072526127422968,47.70706941868255],[17.041396935488848,47.70474151149817],[16.960573826791123,47.69312987818647],[16.872863905813308,47.69052798930682],[16.868137249774875,47.72206992801939],[16.829552867264493,47.68315865285974],[16.750241869063135,47.68185555760813],[16.74101208962192,47.69567894470131],[16.7221569160982,47.73576783849795],[16.658384733517398,47.74199710428662],[16.635468660467073,47.759492004113454],[16.623335173485064,47.757680499522294],[16.592148846897434,47.75840243084999],[16.543910520056393,47.74279284527235],[16.538758100379358,47.74043621561813],[16.537649482786783,47.73707914119801],[16.541637538601265,47.71227701484875],[16.49894868797167,47.703851355779726],[16.44850268692868,47.696747147926565],[16.42271198586272,47.66573361554902],[16.42301537492363,47.66513970052214],[16.451393132080977,47.656232152429716],[16.4990040403102,47.639781293504186],[16.517584945012214,47.6458053545153],[16.591444446847145,47.61788837224751],[16.654126220574422,47.622659750775604],[16.67644241483089,47.582488243354874],[16.664341921175087,47.56911880889016],[16.706796603794682,47.52359980315816],[16.653529789907807,47.500738966878146],[16.663209980679326,47.45610377625543],[16.6129825693761,47.43203196518743],[16.589065967795868,47.423176722198],[16.576918684357114,47.40676173629912],[16.459847255047393,47.41339250103533],[16.458147893172622,47.367632865886044],[16.434908846373197,47.35331699830962],[16.46416260459413,47.33620499840744],[16.479297407195627,47.27549179439725],[16.431617049479534,47.250740938579185],[16.443893311996078,47.234127568844784],[16.41803180478484,47.20572153196821],[16.422232006449335,47.197505643619344],[16.46537094463205,47.168560300859134],[16.45543370779369,47.14268302004034],[16.50101280302869,47.123784312475884],[16.465745084773026,47.099319653567676],[16.48842011061926,47.06920438586258],[16.45237224704499,47.040448531788385],[16.498059533779365,46.99856202179637],[16.42858959695912,46.99349389789891],[16.38763991943254,47.00078325393528],[16.344047026571417,46.99945511015585],[16.32357551449482,47.002926097638245],[16.30337559930985,46.99879614139104],[16.29984675679729,47.00643749860794],[16.290401726547195,47.013786365579975],[16.27751330178366,46.96303194957487],[16.256417448272256,46.96456842287729],[16.21111924665356,46.94285806746564],[16.198629397307233,46.94031610445278],[16.180304439715954,46.90699779466032],[16.13391073720751,46.87590356188067],[16.092997072027956,46.8649338694791],[16.06678069176434,46.85024713809595]]]}",Burgenland,10,0,0
"{""type"":""Polygon"",""coordinates"":[[[14.435317574999326,46.443301102802934],[14.308949814800437,46.43098891461741],[14.28399853866686,46.443863099684194],[14.236954936851138,46.4333235545519],[14.191883617469054,46.44429458404601],[14.163991835316772,46.43397401536297],[14.112209792352187,46.47917829948533],[14.041324492179326,46.4934010704966],[14.007255940493819,46.48173649369479],[13.97639439886244,46.49864697831642],[13.912714913538027,46.52152196794435],[13.799677252018698,46.50692828738412],[13.726548253612744,46.52353341318186],[13.691848590138754,46.52139208160628],[13.622608817649764,46.54259363838935],[13.547728946656086,46.5538566391995],[13.515496589697932,46.5492155236782],[13.50494956634316,46.566707243115914],[13.4241737882668,46.55898010178373],[13.372920325356024,46.579682190539096],[13.322766911085287,46.55361350911511],[13.253475564058748,46.560890051584],[13.1797864044299,46.578213348054405],[13.169256994568268,46.589316113990776],[13.088252890622453,46.60167854273608],[13.073399877373218,46.59933939241637],[12.987812420060745,46.59986626060495],[12.89084075324616,46.60764825131525],[12.834290860022419,46.610315978975265],[12.776541784209181,46.64712813851878],[12.731990206876276,46.63472689531027],[12.691232045355415,46.657410894876925],[12.687289165693864,46.686651136614145],[12.711506966621174,46.70547477003055],[12.71233012533157,46.73610222670111],[12.748810713047153,46.74789735360012],[12.796437287251893,46.75578785946756],[12.81053552137355,46.75673020780315],[12.84184899894473,46.74978166169015],[12.857469906345388,46.7606156930797],[12.90001757068092,46.777294257683835],[12.932063228622303,46.7644869313064],[12.964130115063137,46.799096280170424],[12.907751826000329,46.82312509676053],[12.906100465535685,46.82308241873304],[12.896233736030906,46.82625951182353],[12.841788233961834,46.86143803590054],[12.837688794160522,46.912955017440304],[12.822457903988065,46.917282816401574],[12.809081266709512,46.92306590509986],[12.794301186939792,46.92694926273792],[12.787035542028026,46.940031615688454],[12.760195755530342,46.957083123434316],[12.741707034637624,46.96946262444202],[12.725259034839011,46.996264019621535],[12.766556564846313,47.04491082791749],[12.711139270753687,47.048918029984094],[12.701908498451656,47.071068580611545],[12.65745397307417,47.10000921350448],[12.666759914417947,47.12332832597829],[12.731529490464828,47.13148583480726],[12.739481428690597,47.10080555350925],[12.82092307148572,47.09815035813142],[12.938188217379329,47.07664981745189],[12.953662134783846,47.049733150953976],[12.986013308316,47.036076630230546],[13.00375436875033,47.04434602504736],[13.07369289080536,47.01388016337656],[13.081009137784807,47.02727945325202],[13.248823483572613,47.05104360662486],[13.240083187844244,47.071998940770634],[13.278019992673432,47.095622765572124],[13.35523438896101,47.09757401910119],[13.407077873311675,47.06971440962606],[13.428297990515672,47.08184101052377],[13.594973907722657,47.05642034540644],[13.638386780619035,47.05595615645852],[13.687294263033758,47.040272331049636],[13.699971212552787,47.00373416925072],[13.772503550644952,46.97752606122732],[13.785429956062647,46.94429481523506],[13.816122795820238,46.918944925040236],[13.882643224723962,46.918247886319385],[13.947507687248372,46.941063158253144],[13.968538309836061,46.963662705023765],[13.968949867233247,46.96348280803285],[13.969360609771583,46.96349357210858],[14.017229578221421,46.98950806846118],[14.07995175508011,47.022468173402885],[14.133380257416142,47.06278356050138],[14.160865314918068,47.05339268367749],[14.163005901504894,47.052866698998734],[14.163153015362708,47.052863654439726],[14.163322056111738,47.05286196871287],[14.163369136070493,47.0529069819479],[14.16352323552446,47.05305614308089],[14.205244519886653,47.07635141837021],[14.235859426927489,47.0262549850907],[14.238527237746181,47.02878700007176],[14.331042737694533,47.02956907438043],[14.431052526978942,47.00090334442819],[14.472712246695759,47.00813448509732],[14.505830654414218,47.026819577808446],[14.505888960430317,47.02660506528861],[14.505811721126168,47.026254310354275],[14.528041105242723,47.00961778586715],[14.586800959408897,47.012136994541535],[14.616143341682346,46.99836701130421],[14.628630271459997,47.01399570488198],[14.717567312023563,47.0188200861171],[14.768062839526971,47.03891556947538],[14.845388056817908,47.048516045243],[14.847889066919606,47.033354163880254],[14.886455410445981,47.01158241607712],[14.967872797883636,46.98217130876799],[14.993629819400251,46.938748042880995],[15.027933551040734,46.910129398885935],[15.015835016587198,46.88163179205608],[15.00914664683249,46.88025588250889],[15.020553298215097,46.84464167913086],[14.996365244743608,46.82786212536294],[14.977176128181322,46.78516609372807],[14.997585924517661,46.78120655629604],[15.031711115506777,46.769258774912096],[15.032466153019449,46.7460900152983],[15.04319487207487,46.72124982171925],[15.03127210295496,46.680966106782996],[15.066026866155596,46.652413678660864],[15.017076175200458,46.64118516881775],[14.980276965333847,46.60175709874033],[14.956574469567887,46.633092311889136],[14.923936655657426,46.60360955423701],[14.880552716155968,46.611612469864475],[14.835389809439851,46.56357952970373],[14.823623865043784,46.534900086450534],[14.819486109827174,46.50974438096276],[14.759955963822996,46.50479842526632],[14.67564396450364,46.45103168762538],[14.587167326976283,46.42993485852157],[14.586972127538303,46.392601220802625],[14.54070479276499,46.41194359413592],[14.447581202730655,46.42194952649314],[14.435317574999326,46.443301102802934]]]}",Kärnten,6,0,0
